,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
412,735,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
413,736,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
414,737,75,HighSeason,[4-7],Nonref,[0-160],[2-2],True
415,740,38,OffSeason,[4-7],Standard,[260-360],[3-4],True
416,741,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
417,742,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
418,743,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
419,744,72,MayLongWeekend,[2-3],Nonref,[0-160],[2-2],True
420,745,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
421,746,83,HighSeason,[4-7],Nonref,[160-260],[2-2],True
422,747,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
423,748,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
424,749,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
425,750,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
426,751,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
427,752,130,Easter,[4-7],Standard,[160-260],[1-1],True
428,753,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
429,754,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
430,755,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
431,756,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
432,757,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
433,758,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
434,762,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
435,763,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
436,764,131,WinterVacation,[0-1],Standard,[160-260],[2-2],False
437,765,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
438,766,132,WinterVacation,[2-3],Nonref,[160-260],[3-4],False
439,767,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
440,768,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
441,769,42,WinterVacation,[0-1],Standard,[160-260],[1-1],False
442,706,104,OffSeason,[8-inf],Standard,[160-260],[1-1],True
443,770,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
444,771,94,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
445,772,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
446,773,133,MayLongWeekend,[4-7],Nonref,[160-260],[3-4],True
447,774,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
448,775,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
449,776,134,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
450,777,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
451,778,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
452,779,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
453,780,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
454,781,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
455,782,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
456,783,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
457,784,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
458,785,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
459,786,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
460,787,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
461,788,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
462,788,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
463,789,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
464,790,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
465,791,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
466,792,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
467,793,136,OffSeason,[8-inf],Standard,[0-160],[1-1],True
468,794,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
469,795,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
470,796,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
471,797,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
472,798,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
473,799,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
474,800,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
475,801,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
476,802,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
477,803,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
478,804,99,LowSeason,[4-7],Nonref,[160-260],[5-inf],True
479,805,138,OffSeason,[0-1],Nonref,[260-360],[1-1],False
480,806,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
481,807,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
482,808,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
483,809,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
484,810,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
485,810,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
486,811,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
487,812,139,Easter,[2-3],Standard,[160-260],[3-4],False
488,813,140,HighSeason,[4-7],Standard,[260-360],[3-4],True
489,814,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
490,815,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
491,816,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
492,817,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
493,818,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
494,819,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
495,820,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
496,821,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
497,822,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
498,823,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
499,824,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
500,706,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
501,825,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
502,826,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
503,827,76,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
504,828,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
505,829,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
506,830,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
507,831,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
508,832,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
509,833,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
510,834,142,LowSeason,[2-3],Nonref,[160-260],[2-2],True
511,835,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
512,836,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
513,837,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
514,838,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
515,839,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
516,840,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
517,841,81,LowSeason,[4-7],Standard,[0-160],[2-2],True
518,706,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
519,842,144,OffSeason,[4-7],Nonref,[260-360],[3-4],False
520,843,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
521,844,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
522,129,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
523,845,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
524,845,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
525,846,95,LowSeason,[4-7],Standard,[260-360],[5-inf],True
526,847,146,MayLongWeekend,[4-7],Standard,[160-260],[2-2],True
527,848,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
528,849,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
529,850,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
530,851,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
531,852,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
532,853,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
533,854,148,MayLongWeekend,[2-3],Standard,[160-260],[5-inf],True
534,855,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
535,856,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
536,857,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
537,858,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
538,859,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
539,860,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
540,861,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
541,862,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
542,863,114,LowSeason,[4-7],Nonref,[160-260],[2-2],True
543,863,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
544,864,102,Easter,[4-7],Nonref,[160-260],[3-4],True
545,865,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
546,866,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
547,866,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
548,867,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
549,868,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
550,869,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
551,869,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
552,869,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
553,870,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
554,871,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
555,872,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
556,873,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
557,874,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
558,875,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
559,875,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
560,876,149,OffSeason,[2-3],Nonref,[260-360],[2-2],True
561,877,150,Easter,[2-3],Nonref,[160-260],[2-2],True
562,877,150,Easter,[2-3],Nonref,[160-260],[2-2],True
563,877,150,Easter,[2-3],Nonref,[160-260],[2-2],True
564,878,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
565,879,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
566,880,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
567,881,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
568,882,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
569,883,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
570,884,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
571,885,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
572,886,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
573,888,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
574,889,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
575,890,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
576,891,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
577,892,152,Easter,[4-7],Nonref,[260-360],[5-inf],True
578,893,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
579,894,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
580,895,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
581,896,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
582,897,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
583,898,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
584,899,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
585,900,154,LowSeason,[8-inf],Standard,[160-260],[2-2],True
586,901,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
587,902,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
588,903,91,OffSeason,[4-7],Nonref,[0-160],[1-1],True
589,706,77,OffSeason,[4-7],Standard,[0-160],[2-2],True
590,904,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
591,905,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
592,906,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
593,907,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
594,908,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
595,909,156,LowSeason,[2-3],Nonref,[260-360],[2-2],False
596,910,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
597,911,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
598,911,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
599,912,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
600,913,45,Easter,[2-3],Nonref,[160-260],[3-4],True
601,913,45,Easter,[2-3],Nonref,[160-260],[3-4],True
602,914,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
603,914,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
604,915,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
605,916,149,OffSeason,[2-3],Nonref,[260-360],[2-2],True
606,917,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
607,918,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
608,919,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
609,920,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
610,921,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
611,922,45,Easter,[2-3],Nonref,[160-260],[3-4],True
612,923,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
613,924,157,LowSeason,[2-3],Standard,[160-260],[2-2],True
614,706,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
615,926,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
616,927,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
617,928,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
618,929,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
619,929,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
620,930,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
621,931,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
622,932,83,HighSeason,[4-7],Nonref,[160-260],[2-2],True
623,933,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
624,934,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
625,934,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
626,935,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
627,936,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
628,937,83,HighSeason,[4-7],Nonref,[160-260],[2-2],True
629,938,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
630,939,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
631,940,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
632,941,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
633,942,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
634,942,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
635,943,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
636,944,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
637,945,160,MayLongWeekend,[2-3],Standard,[160-260],[3-4],False
638,946,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
639,947,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
640,948,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
641,949,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
642,950,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
643,950,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
644,951,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
645,952,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
646,953,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
647,954,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
648,955,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
649,956,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
650,957,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
651,958,77,OffSeason,[4-7],Standard,[0-160],[2-2],True
652,959,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
653,960,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
654,115,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
655,961,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
656,962,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
657,963,45,Easter,[2-3],Nonref,[160-260],[3-4],True
658,949,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
659,964,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
660,965,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
661,966,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
662,967,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
663,968,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
664,969,161,OffSeason,[8-inf],Nonref,[160-260],[5-inf],True
665,970,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
666,929,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
667,971,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
668,972,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
669,973,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
670,974,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
671,975,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
672,976,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
673,977,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
674,978,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
675,979,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
676,980,162,Easter,[2-3],Nonref,[260-360],[3-4],True
677,981,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
678,982,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
679,983,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
680,984,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
681,985,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
682,986,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
683,987,78,OffSeason,[4-7],Nonref,[160-260],[3-4],False
684,988,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
685,989,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
686,990,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
687,991,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
688,992,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
689,992,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
690,993,163,MayLongWeekend,[2-3],Nonref,[260-360],[5-inf],True
691,994,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
692,995,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
693,997,164,HighSeason,[4-7],Nonref,[260-360],[3-4],True
694,998,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
695,999,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
696,1000,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
697,1001,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
698,1002,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
699,1003,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
700,1004,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
701,1005,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
702,1006,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
703,1007,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
704,1008,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
705,1008,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
706,1009,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
707,1008,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
708,1010,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
709,1011,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
710,1012,166,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
711,1013,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
712,1014,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
713,1015,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
714,1016,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
715,1017,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
716,1018,167,OffSeason,[4-7],Standard,[160-260],[1-1],False
717,1019,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
718,1020,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
719,1021,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
720,1022,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
721,1023,106,OffSeason,[4-7],Nonref,[260-360],[3-4],True
722,1024,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
723,1025,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
724,1025,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
725,1026,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
726,949,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
727,1027,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
728,1028,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
729,1029,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
730,1030,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
731,1031,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
732,1032,98,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
733,1033,45,Easter,[2-3],Nonref,[160-260],[3-4],True
734,1034,100,HighSeason,[2-3],Standard,[260-360],[5-inf],True
735,1035,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
736,1036,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
737,362,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
738,362,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
739,1037,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
740,1037,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
741,1038,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
742,1039,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
743,1040,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
744,1041,27,Easter,[2-3],Standard,[160-260],[3-4],True
745,1042,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
746,1043,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
747,1044,100,HighSeason,[2-3],Standard,[260-360],[5-inf],True
748,1045,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
749,1046,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
750,1013,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
751,1047,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
752,1048,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
753,1049,168,HighSeason,[2-3],Nonref,[160-260],[2-2],False
754,1004,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
755,1050,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
756,1050,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
757,1051,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
758,1052,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
759,1053,170,LowSeason,[2-3],Standard,[260-360],[5-inf],False
760,1054,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
761,1056,171,Easter,[4-7],Nonref,[160-260],[2-2],True
762,1057,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
763,1058,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
764,1004,73,HighSeason,[2-3],Nonref,[160-260],[3-4],True
765,1059,62,OffSeason,[2-3],Standard,[0-160],[2-2],True
766,1060,45,Easter,[2-3],Nonref,[160-260],[3-4],True
767,1061,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
768,1062,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
769,1063,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
770,1064,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
771,1065,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
772,1066,92,HighSeason,[4-7],Standard,[260-360],[5-inf],True
773,1067,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
774,1068,145,LowSeason,[2-3],Standard,[260-360],[5-inf],True
775,1069,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
776,1070,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
777,1071,27,Easter,[2-3],Standard,[160-260],[3-4],True
